"X","sub_id","ave_PE"
1,311444,7.91520001542726
2,311444,0.657547890735714
3,311444,-0.511058107420495
5,311444,1.2338970082502
6,311444,-0.198727595000197
7,311444,0.541330721447357
8,311444,-0.0896318357586335
9,311444,0.440483226024647
10,311444,0.354273660036413
12,311444,7.32686759935388
16,311444,-0.0883617640274239
17,311444,-1.54937465702622
18,311444,6.75522842665253
19,311444,0.657037278206676
21,311444,0.538479879295977
23,311444,1.06144499963434
24,311444,6.21770528246372
26,311444,0.435381815266897
29,311444,-0.0871096491746456
30,311444,-0.0858753861010271
31,311444,0.347022388972807
32,311444,32.2971696521675
33,311444,-0.338753336271023
34,311444,-0.335120964375543
35,311444,-0.303110990502629
37,311444,0.272658246770677
39,311444,-0.331515894877601
40,311444,0.906810832082495
41,311444,0.211520129162523
42,311444,-0.528646512450016
44,311444,0.162807749724906
46,311444,0.12567390543396
48,311444,0.0990632126113153
51,311444,0.0866235198405962
53,311444,-1.5514197069575
55,311444,5.81526880428665
56,311444,0.535474252979893
57,311444,0.428595878581486
61,311444,-0.523741406807722
63,311444,-0.362995008522574
64,311444,0.966569657000572
65,311444,0.33661790882184
66,311444,-0.299754320692346
67,311444,5.37398943607618
69,311444,-0.296424137849374
70,311444,0.25881535636572
71,311444,0.194438370520446
72,311444,-0.525587184786322
73,311444,-0.520701242741117
74,311444,-0.293120361286435
77,311444,0.142708257088011
78,311444,-0.389771905176988
79,311444,-0.289842910170262
80,311444,-1.55104897225289
81,311444,0.526860652054447
84,311444,1.00997154542052
86,311444,-0.523138064601235
87,311444,0.419422652527367
88,311444,-0.385772142479883
90,311444,-0.286591703520606
91,311444,-0.381800718984047
93,311444,0.952971754663511
94,311444,5.04904737497603
96,311444,0.80748399570248
97,311444,-0.405812831496972
98,311444,-0.530591985043962
99,311444,4.66451123928414
102,311444,-0.42631180115833
103,311444,-0.283366660209235
104,311444,-0.280167698958917
106,311444,-0.276994738342394
107,311444,30.554353361349
108,311444,-0.429097313678211
109,311444,-0.424831783291515
112,311444,-0.525674939697767
113,311444,4.31003288737223
115,311444,3.92962177715691
116,311444,-0.420595308077965
118,311444,-0.52078858792936
120,311444,0.326902925752845
121,311444,-0.41638781165765
122,311444,-0.412209217531765
124,311444,-0.515932855794361
125,311444,1.0600697294628
126,311444,0.90131888233315
127,311444,-0.408059449081914
128,311444,0.759777275497508
129,311444,-0.403938429569412
130,311444,3.57645889445488
132,311444,3.24954704476534
134,311444,0.248582372146644
135,311444,-0.399846082134575
136,311444,-0.395782329796004
137,311444,-0.391747095449866
138,311444,2.94790218230939
139,311444,0.634747358561106
140,311444,2.67055101574736
142,311444,-0.387740301869157
143,311444,-0.51259819557794
144,311444,29.0182626790184
145,311444,-0.507787181790549
146,311444,-0.535412208424349
147,311444,-0.517294762281769
149,311444,-0.503006602264093
150,311444,-0.498256382682211
151,311444,-0.512457954800645
152,311444,-0.493536448621229
153,311444,-0.507651645998337
154,311444,-0.502875761651803
155,311444,2.80636608999129
157,311444,-0.498130227431188
158,311444,-0.493414968899244
160,311444,-0.500679530153572
161,311444,-0.495944668559348
162,311444,27.4749323414578
163,311444,-0.605847682618605
164,311444,0.642623065376493
165,311444,-0.534812795293384
166,311444,-0.491240054994106
167,311444,-0.600474934247032
168,311444,-0.529869684497229
169,311444,-0.595133945708943
170,311444,-0.589824644534518
171,311444,-0.584546958156258
173,311444,0.18371719597583
174,311444,2.75560412013236
175,311444,-0.498769347754443
176,311444,2.56080090107012
178,311444,0.751145739503205
179,311444,2.30641607936324
1,100244,20.3419875842927
2,100244,1.56092579220191
3,100244,-1.56802038128431
5,100244,2.20195080209679
6,100244,-1.42600596480266
9,100244,1.42681837761376
12,100244,7.84298077431718
13,100244,1.98523318845615
14,100244,1.81172493417947
18,100244,4.97831638637451
20,100244,1.23025035379683
21,100244,-0.76309563793463
22,100244,-1.71828311745091
23,100244,-1.57202437457999
24,100244,3.8132381944424
27,100244,-1.462017554811
31,100244,1.42250589291235
32,100244,-1.32288432589199
33,100244,-1.4566956897592
34,100244,-1.45098271933396
37,100244,1.2073439597809
38,100244,3.620694221456
39,100244,-1.45669863821348
40,100244,-1.57061452985088
41,100244,-0.77465671241095
42,100244,1.94183963935619
43,100244,3.23878027024058
44,100244,1.00998182271515
45,100244,-0.807706181357216
46,100244,0.409752395686994
47,100244,0.140323373681915
48,100244,0.143172255859547
49,100244,-1.46175253297374
50,100244,-1.57095346749014
51,100244,0.0100495279632136
52,100244,-1.45635897362534
53,100244,0.12650217993536
54,100244,-1.56952813624099
55,100244,-1.45055908687334
56,100244,-1.71849572398775
57,100244,1.25119210577245
59,100244,3.25239508094644
60,100244,-1.45606920481289
62,100244,-0.716520965713488
63,100244,3.01473017577453
64,100244,2.04852192873796
67,100244,-1.46101870340311
68,100244,-1.56994571476401
70,100244,1.18015360702892
71,100244,-0.813292154815413
72,100244,1.99868034961232
73,100244,1.82090164192225
75,100244,-1.57199319749894
76,100244,-1.57058301245874
77,100244,1.11352432920874
78,100244,2.85900621373688
80,100244,-0.844424176136799
81,100244,-1.7183840917201
84,100244,-1.56915233698769
86,100244,-1.56770053147946
87,100244,1.34478928514884
88,100244,2.64608503549422
89,100244,2.22393021401621
91,100244,2.49932920345961
92,100244,0.266809982030555
93,100244,2.00314327847887
94,100244,2.392451733647
95,100244,0.178354986754033
96,100244,1.82811191967156
97,100244,2.31086498219363
99,100244,2.24595218659442
100,100244,-1.50038566413522
101,100244,1.67311924089791
102,100244,-1.49709009089884
105,100244,0.169618439859814
110,100244,0.120726081728477
111,100244,0.13733629833213
112,100244,-1.57329340649436
113,100244,-1.49365694703857
114,100244,-0.776109065050231
115,100244,-1.49007301143785
117,100244,1.68102023529499
118,100244,-1.57343364492506
119,100244,-1.57204440005427
120,100244,1.12136030016263
122,100244,-1.29892649758964
123,100244,1.83685002728564
125,100244,1.66459528240894
126,100244,-1.57380278822177
128,100244,-1.57241899479218
130,100244,-1.4863229733552
131,100244,-0.84934036550704
132,100244,2.64615572508205
133,100244,-1.71836691665675
134,100244,1.33577328390403
138,100244,-1.48923325424806
139,100244,1.82617384982886
140,100244,-1.48543928260478
141,100244,1.12557455501098
143,100244,-1.48145582868319
145,100244,2.80308560758708
146,100244,1.64647209355628
148,100244,-0.832343139418547
149,100244,-1.48467136854584
150,100244,2.69917869994221
152,100244,2.52178543048699
155,100244,2.39554783097928
156,100244,0.217190164830593
159,100244,-1.57413808915669
160,100244,-1.49972105673642
161,100244,2.39042095168996
164,100244,1.65135410678006
165,100244,1.44895060839629
166,100244,2.29470035456721
168,100244,-1.57553517201415
172,100244,-1.57417588272776
173,100244,0.150191213706092
174,100244,-1.50700940582963
175,100244,2.30469193198934
176,100244,-1.5089079546804
177,100244,-1.57279766093538
178,100244,1.85083695376892
179,100244,-1.50593847823336
8,100059,-0.0630426314927733
9,100059,0.263514119915221
10,100059,0.262230054225576
11,100059,-0.0629041636312649
12,100059,0.366017106363648
15,100059,-0.0627646240007584
16,100059,-0.0626239918212655
18,100059,-0.0707024422478525
19,100059,0.260868576704887
21,100059,0.259417421369819
22,100059,-0.141475368110713
23,100059,-0.104148393513833
24,100059,0.365901022194198
25,100059,0.258702639768305
27,100059,0.365755037125016
29,100059,0.455680758996612
30,100059,-0.0634246314838641
31,100059,0.257091844430154
33,100059,0.365608697652838
34,100059,-0.0719684019924396
36,100059,-0.0632891213949527
37,100059,0.255344834742936
38,100059,-0.0718800486074143
39,100059,-0.0717913466367923
41,100059,0.253430375019736
42,100059,0.282447759815152
43,100059,0.365552494918189
44,100059,0.251304023924178
46,100059,0.248898862704308
47,100059,0.246105757909746
48,100059,0.242723878580769
49,100059,-0.0721365832319867
50,100059,0.281716701071583
51,100059,0.238299189693354
52,100059,0.365435934158693
53,100059,0.23122127917427
54,100059,0.28096529104933
55,100059,-0.0724733432829903
56,100059,-0.14166363094428
57,100059,0.227989331555764
58,100059,-0.10433931870282
59,100059,-0.0723869540183074
60,100059,-0.0723002352167262
61,100059,-0.104309399287738
62,100059,0.10297404292395
63,100059,0.365380026072794
64,100059,0.280770010513763
65,100059,0.100645976984534
66,100059,-0.063152595997067
67,100059,-0.0726330438686234
68,100059,-0.104352662233279
69,100059,-0.0630150362352215
70,100059,0.0971173293486608
71,100059,0.0894393386950719
72,100059,-0.10432275277715
73,100059,0.280572116908
74,100059,-0.0628764224792486
75,100059,-0.104365953040517
77,100059,0.00432834884028901
78,100059,0.365263265993309
80,100059,-0.141666707472104
81,100059,0.198131520524789
82,100059,-0.0627367344997278
83,100059,-0.0625959514426206
85,100059,0.280080026294939
86,100059,0.279277145636644
87,100059,0.00222566669820599
88,100059,-0.0729580388705532
90,100059,-0.0624540518025246
92,100059,0.00311352419417577
94,100059,0.365146375577663
95,100059,0.00425800286891399
96,100059,-0.104481462011476
97,100059,0.364998495514983
98,100059,-0.104451651242103
99,100059,0.364850247395365
101,100059,-0.104421817383266
103,100059,-0.0623110133944552
104,100059,0.455693077048568
105,100059,0.00591082882723084
107,100059,-0.0631325255375052
109,100059,-0.0629948718708598
110,100059,0.0098579841461429
112,100059,-0.104391960388653
113,100059,0.364701628536479
114,100059,0.182494811963816
115,100059,0.364552636223599
117,100059,0.279670269515742
119,100059,0.278852111205522
120,100059,-0.00171834844878832
123,100059,0.278007073654565
124,100059,0.277132882671548
126,100059,-0.104650716966429
127,100059,-0.0628561626927178
