,sub_id,run,pct_scrubbed
0,100003.0,1.0,3.7037037037037033
1,100003.0,2.0,6.481481481481481
2,100003.0,3.0,14.351851851851851
3,100003.0,4.0,12.5
4,100003.0,5.0,20.833333333333336
5,100003.0,6.0,12.037037037037036
6,100042.0,1.0,1.3888888888888888
7,100042.0,2.0,1.8518518518518516
8,100042.0,3.0,2.314814814814815
9,100042.0,4.0,0.4629629629629629
10,100042.0,5.0,3.2407407407407405
11,100042.0,6.0,5.092592592592593
12,100051.0,1.0,1.8518518518518516
13,100051.0,2.0,7.4074074074074066
14,100051.0,3.0,7.4074074074074066
15,100051.0,4.0,11.11111111111111
16,100051.0,5.0,10.185185185185185
17,100051.0,6.0,34.72222222222222
18,100057.0,1.0,0.9259259259259258
19,100057.0,2.0,0.4629629629629629
20,100057.0,3.0,0.0
21,100057.0,4.0,0.4629629629629629
22,100057.0,5.0,1.8518518518518516
23,100057.0,6.0,4.166666666666666
24,100059.0,1.0,5.555555555555555
25,100059.0,2.0,2.314814814814815
26,100059.0,3.0,5.555555555555555
27,100059.0,4.0,4.62962962962963
28,100059.0,5.0,13.88888888888889
29,100059.0,6.0,14.814814814814813
30,100062.0,1.0,9.25925925925926
31,100062.0,2.0,15.74074074074074
32,100062.0,3.0,14.351851851851851
33,100062.0,4.0,6.481481481481481
34,100062.0,5.0,6.018518518518518
35,100062.0,6.0,5.092592592592593
36,100068.0,1.0,0.0
37,100068.0,2.0,0.0
38,100068.0,3.0,0.4629629629629629
39,100068.0,4.0,0.0
40,100068.0,5.0,0.0
41,100068.0,6.0,0.0
42,100103.0,1.0,5.092592592592593
43,100103.0,2.0,16.666666666666664
44,100103.0,3.0,21.428571428571427
45,100103.0,4.0,7.87037037037037
46,100103.0,5.0,26.38888888888889
47,100103.0,6.0,6.481481481481481
48,100104.0,1.0,2.314814814814815
49,100104.0,2.0,8.796296296296296
50,100104.0,3.0,13.88888888888889
51,100104.0,4.0,8.796296296296296
52,100104.0,5.0,13.88888888888889
53,100104.0,6.0,27.314814814814813
54,100105.0,1.0,8.333333333333332
55,100105.0,2.0,21.75925925925926
56,100105.0,3.0,22.22222222222222
57,100105.0,4.0,16.203703703703702
58,100105.0,5.0,13.88888888888889
59,100105.0,6.0,19.90740740740741
60,100110.0,1.0,2.314814814814815
61,100110.0,2.0,0.4629629629629629
62,100110.0,3.0,1.8518518518518516
63,100110.0,4.0,6.018518518518518
64,100110.0,5.0,1.3888888888888888
65,100110.0,6.0,16.149068322981368
66,100128.0,1.0,1.8518518518518516
67,100128.0,2.0,9.722222222222223
68,100128.0,3.0,2.7777777777777777
69,100128.0,4.0,1.8518518518518516
70,100128.0,5.0,1.8518518518518516
